,index,Location_Coordinates,Location,Hospital_Name,State,District
8499,15407,"19.1211714, 72.853548","B/1-2-3 Aditya Apts, Old Nagardas Road, Andheri (East) Mumbai",Jain Nursing Home,Maharashtra,Mumbai
8500,15408,"19.1088116, 72.8560975","Flat No.3, Nityanand Nagar 2 Nityapriya Co-Op Housing Society , Station Sahar Road , Andheri ( East )",Kripa Eye Clinic,Maharashtra,Mumbai
8501,15409,"19.109114, 72.8575199","Nityanad Nagar 3, 1St Floor, Andheri (E), Mumbai,",Laxmi Mirat Eye Clinic And Day Care Centre,Maharashtra,Mumbai
8502,15410,"19.2371877, 72.8441358","Holi Cross Road Behind Maharashtra Bank,Borivali,",M.M.Hospital,Maharashtra,Mumbai
8503,15412,"19.1154908, 72.8726952","1, Symphony Appts., Azad Road, Gundavli, Andheri (East), Mumbai,",Mangala Nursing Home,Maharashtra,Mumbai
8504,15414,"19.1154908, 72.8726952","B, Vaishali Apartments, Sir M.V. Road, 1St Floor, Andheri (E)",Patel Nursing Home  Andheri (E),Maharashtra,Mumbai
8505,15416,"19.1097442, 72.8484128","Jeevan Vikas Kendra Marg, Off S. Nityanand Marg Andheri (East)",Sadanand Danait Hospital,Maharashtra,Mumbai
8506,15417,"19.1154908, 72.8726952",Vertex Vikas Shpping Centre Andheri East Mumbai,Saheli Clinic,Maharashtra,Mumbai
8507,15418,"19.1009869, 72.8651933","11, Nityanand Nagar, Sahar Road, Andheri (East), Mumbai,",Sanjeevani Hospital,Maharashtra,Mumbai
8508,15420,"19.1269161, 72.8670933",182 Shere Punjab Colony Mahakali Caves Road Andheri (East),Shakuntala Memorial Surgical Childerns and General Hospital,Maharashtra,Mumbai
8509,15421,"19.1154908, 72.8726952","1 Shree Shweta Lane No-1, Koldongri Santaji Dhanaji Marg, Andheri-E Mumbai",Tripura Nursing Home,Maharashtra,Mumbai
8510,15422,"19.0754649, 72.8770505","Sagar Palace B Wing, Sonapur Lane, F.P.P. Marg, Off L B S Marg, Kurla (W) Mumbai",City Hospital And Reserch Centre,Maharashtra,Mumbai
8511,15423,"19.0625228, 72.8829242",S.G.Barve Road Kurla Mumbai--70,Dr .Desais Nursing Home,Maharashtra,Mumbai
8512,15424,"18.8797841, 72.9398358","No. 630, Nasir Apartment, Bazar Peth, Uran, Navi Mumbai",Dr A Tungekars Hospital (Uran),Maharashtra,Mumbai
8513,15426,"19.0707532, 72.8781322",Kurla West,Dr Shehnaz Shaikh Clinic,Maharashtra,Mumbai
8514,15428,"19.0707532, 72.8781322",104 Kulsum Apt Opp Ward Office Next To Kurla Nagrik Bank Station Kurla W Mumbai,Hamidani Laser Vision Centre,Maharashtra,Mumbai
8515,15429,"19.0822947, 72.8950556","Kirol Road, Opp: Lbs Road, Kurla - West Mumbai",Kohinoor Hospital,Maharashtra,Mumbai
8516,15433,"19.0759837, 72.8776559",Navi Mumai,Shrushti Clinic and Microsurgery Centre,Maharashtra,Mumbai
8517,15434,"19.0707532, 72.8781322",Kurla (W),Sunder Childrens Nursing Home,Maharashtra,Mumbai
8518,15439,"19.0327996, 72.8963568","Nj 1&2 Khardeo Nagar, Ghatla N.G Adhaya Marg, Chembur",Aditya Health Care,Maharashtra,Mumbai
8519,15440,"19.0506517, 72.9103754","101, 102, 103, Ashirwad Hospital, Anurag Bussiness Center, Waman- Tukaram Patil Marg, Chembur",Ashirwad Hospital and Polyclinic,Maharashtra,Mumbai
8520,15441,"19.0453626, 72.9115246","No. 22, Amar Mansion, Sion Trombay Road, Chembur",Bhatti Eye Clinic,Maharashtra,Mumbai
8521,15442,"19.0825013, 72.8387327",Santacruz,Day Care Eye Clinic(Dr.S.V.Sharma Eye Clini),Maharashtra,Mumbai
8522,15443,"19.0552812, 72.8892082","Sushrut Hospital. 365, Swastik Park Chembur",Daycare Angels,Maharashtra,Mumbai
8523,15444,"19.0327996, 72.8963568","Bala Bhavan,Opp- Diamond Garden,Chembur",Diamond Polyclinic and Nursing Home,Maharashtra,Mumbai
8524,15445,"19.0327996, 72.8963568","A-1,2,3-Amul Commercial Premises,1St Road,OppositeBmc (M-Ward) Office, Chembur, Mumbai",Disha Polyclinic and Nursing Home,Maharashtra,Mumbai
8525,15446,"28.6960904, 77.0764585","201, 2Nd Floor, Center Point, Opp State Bank Of India,",Dr (Mrs) Shubha S Rao,Maharashtra,Mumbai
8526,15447,"19.0604892, 72.898177","Urmila Complex, 1St Flr., D K Sandu Marg, Chembur,",Dr Kedares Maternity and General Nursing Home,Maharashtra,Mumbai
8527,15448,"19.0585864, 72.9078832","Khardeo Nagar, Near Acharya College, N.G.Acharya Marg, Chembur",Dr Mekhales Dhanvantari Hospital,Maharashtra,Mumbai
8528,15449,"19.0327996, 72.8963568","Nav Bhartiya Bhavan, 10Th Road, Chembur",Dr Smita Mukherjees Eye Clinic,Maharashtra,Mumbai
8529,15450,"19.05161, 72.8911931","Anand Niwas, Plot No 3, Sion Trombay Road, Chembur Mumbai",Dr Suresh C Anand Clinic,Maharashtra,Mumbai
8530,15451,"18.9243376, 72.8239698","901-902,Tulsani Chambers,9Th Floor,212 Free Press Journal Marg",Dr. Amins Clinic,Maharashtra,Mumbai
8531,15452,"19.0327996, 72.8963568","2Nd & 3Rd Floor, Gagangiri, 18 Th Road, Chembur",Dr. Das Hospital - Chembur (Mumbai),Maharashtra,Mumbai
8532,15453,"19.0327996, 72.8963568",Chembur,Dr. Sanjay Sonars Laproscopy and Scopy Centre,Maharashtra,Mumbai
8533,15454,"19.0327996, 72.8963568","201,2Nd Floor,Central Point,Opp Sbi,18 Th Road,Chembur",Dr. Shubha Rao,Maharashtra,Mumbai
8534,15455,"19.0327996, 72.8963568","Opposite Basant Theatr, Dr. C. G. Road Chembur, Mumbai",Excel Urology Centre,Maharashtra,Mumbai
8535,15456,"19.0327996, 72.8963568","Saikripa Building,Road No.1, Opposite Chembur Municipal Office,M' Ward,Chembur",Hegde Hospital Surgical and Maternity Nursing Home,Maharashtra,Mumbai
8536,15457,"19.0327996, 72.8963568","1& 2 Savla Sadan First Floor, R.C. Marg,OppositeRation Office, Chembur",Icon Hospital and Research Centre,Maharashtra,Mumbai
8537,15459,"18.9722585, 72.8311737","Opp Bmc M Ward Office, 1St Road, Chembur",Kamran Nursing Home,Maharashtra,Mumbai
8538,15460,"19.0593495, 72.9068556","N G Acharya Marg, Khardeo Nagar Ghatla Chembur Mumbai",Kolekar Nursing Home,Maharashtra,Mumbai
8539,15462,"19.0327996, 72.8963568","Plot No.185, 15Th Road, Opp Nirmal And Ayush Beauty Clinic, Chembur,",Laproscopy and Scopy Center,Maharashtra,Mumbai
8540,15463,"19.0327996, 72.8963568","Sampoorna, Plot 213,11Th Road, Chembur, Mumbai",Laxmi Maternity Home,Maharashtra,Mumbai
8541,15464,"19.0327996, 72.8963568","Parvati Palace Shivpuri Compound, St Road,Near Chembur Akabarally Chembur",Lc Manek's Polyclinic And Nursing Home,Maharashtra,Mumbai
8542,15465,"19.0327996, 72.8963568","Shahani Trust Bldg,R.C Marg,Chembur,Mumbai",Lion Vithal Kalgutkar Medical Centre,Maharashtra,Mumbai
8543,15466,"19.0552812, 72.8892082",48 Swastic Park Chembur,Mandakini Nuclear Imaging Centre,Maharashtra,Mumbai
8544,15467,"19.0533749, 72.897061","48 Swastik Park, Umarshi Bappa Chowk, Sion Trombay Road, Chembur",Mangal Anand Hospital,Maharashtra,Mumbai
8545,15468,"19.0539989, 72.9053186","Shop No.7, Waman Appartments, Behind Maitri Park St.Bus Stand, Ghatla Road, Chembur",Narurkar Ent Hospital,Maharashtra,Mumbai
8546,15469,"19.0327996, 72.8963568","Chembur, Mumbai",Navnit Clinic (Dr. Parihar Eye and Ent,Maharashtra,Mumbai
8547,15470,"19.0536352, 72.8851743","Surana Sethia Hospital And Research Centre, Suman Nagar, Sion- Trombay Road, Chembur, Mumbai",Neurogen Brain And Spine Institute,Maharashtra,Mumbai
8548,15471,"19.0327996, 72.8963568","B-28/1, Maitri Park, Sion Trombay Road, Next To Maitri Park Bus Stop,Chembur",Niramaya General Hospital,Maharashtra,Mumbai
8549,15472,"41.127833, -81.609844","Near Diamond Garden, Sion-Trombay Road, Near Fairlawn So., Chembur",Oma Hospital,Maharashtra,Mumbai
8550,15473,"19.0327996, 72.8963568","204,Garodia Market, Plot No 8-A, D K Sandu Road, Next To Hotel Malhaar, Chembur Mumbai",Patankar Hand and Limb Reconstruction Clinic,Maharashtra,Mumbai
8551,15474,"19.059862, 72.9005605","Rushabh 18Th Road Near Ambedkar Garden, Chembur Mumbai",Rushabh Nursing Home and Eye Hospital,Maharashtra,Mumbai
8552,15475,"18.9626907, 72.8129124","Road No 1, Opp M Ward Muncipal Office,Chembur, Mumbai",Sai Kripa Childrens Hospital,Maharashtra,Mumbai
8553,15476,"19.0327996, 72.8963568","1, Casa Grande, Rov House Road No-10, Opp Jain Temple Chembur Mumbai",Shree Chembur Jain Medical Relief Centre,Maharashtra,Mumbai
8554,15477,"19.0521897, 72.8915977","No. 19-B, Near Bhakti Bhavan,Siddhi Society,Chembur,",Sitla Hospital,Maharashtra,Mumbai
8555,15478,"19.0327996, 72.8963568","Wama Apt, Behind Maitri Park, St Bust Stop, Ghatala Rd. Near R K Studio, Chembur",Sumitra Eye Clinic,Maharashtra,Mumbai
8556,15481,"19.0552812, 72.8892082","Plotno.-22, Swasti Park, Chembur, Mumbai",Swastik Hospital and Research Centre,Maharashtra,Mumbai
8557,15482,"19.058879, 72.900615","Gagangiri Complex, 1St And 4Th Floor, 18Th Road, Near Dr. Ambedkar Garden Chembur",Tandon Hospital,Maharashtra,Mumbai
8558,15483,"19.0573721, 72.8981332","Garodia Market, Plot No 8/A, 1St Floor D K Sandu Marg, Chembur Mumbai",Varsha Gandre Parekh Maternity and Surgical Hospital,Maharashtra,Mumbai
8559,15484,"19.0327996, 72.8963568","1St Floor, Hotel Pearl Bldg, Above Malhar Hotel, Chembur, Mumbai",Yash Eye Care And Polyclinic,Maharashtra,Mumbai
8560,15485,"19.1044022, 72.8872491","101, Trade Corner Building Saki-Vihar Road, Saki Naka",Abhay Nursing Home,Maharashtra,Mumbai
8561,15486,"19.10648, 72.88773","305/306 Ruby Monarch, 3Rd Floor, Opp Post Office, Saki Vihar Rd, Saki Naka, Andheri East",Ashirwad Children And Surgical Hospital,Maharashtra,Mumbai
8562,15488,"19.0759837, 72.8776559","4, Durgashram, Sakinaka-Ghatkopar Link Road, Asalfa, Tilak Nagar, Sakanaka Mumbai",Dr Priyanka Nursing Pvt Ltd,Maharashtra,Mumbai
8563,15489,"19.1245594, 72.852967","J.P House, Sakinaka,Andheri Kurla Road,Andheri East.",J.P Hospital,Maharashtra,Mumbai
8564,15490,"19.1196773, 72.9050809","Lake Bloom - 16, 17, 18, Opposite Solaris Estate, L.T. Gate No.6, Tunga Gaon, Sakivihar Road, Powai",S B Nursing Home and Icu,Maharashtra,Mumbai
8565,15492,"19.1281781, 72.8876327","Saki Vihar Road, OppositeL.T.Gate No- 6, Powai, Mumbai",Turfiya Hospital and Icu,Maharashtra,Mumbai
8566,15493,"19.0327996, 72.8963568","2/B, Om Shiv Dham, Opposite Laxmi Colony, R.C.Marg, Chembur,",Dr. Shalini Jaisinghani Dental Surgeon - Chembur,Maharashtra,Mumbai
8567,15494,"19.0208354, 72.904425","Mahatenay Park, Aziz Baug,Opp Site Estate, Mahul Road Chembur",Dr.Bhute Nursing Home,Maharashtra,Mumbai
8568,15495,"19.0464362, 72.8946608","Inlaks Hospital Road, Chembur Colony, Chembur,",Inlaks General Hospital,Maharashtra,Mumbai
8569,15496,"19.0327996, 72.8963568","16, Maitri Vijay, Opposite Basant Cinema, Chembur,",Nayak Medicare - Chembur,Maharashtra,Mumbai
8570,15497,"19.0208354, 72.904425","Sita Estate, Near Ashish Cinema, Aziz Baug, Mahul Road, Chembur,",Sai Baba Hospital,Maharashtra,Mumbai
8571,15498,"19.0327996, 72.8963568","16/1 Prem Nivas, Laxmi Colony, Mahul Road, Near Ashish Theatre, Chembur",Shiv Polyclinic and Nursing Home,Maharashtra,Mumbai
8572,15501,"19.1374852, 72.917394","Hillside Avenue, Hiranandani Gardens, Powai,",Dr. L.H. Hiranandani Hospital,Maharashtra,Mumbai
8573,15502,"19.1196773, 72.9050809","158-C,Sarasha Co-Op.Hsg.Soc., Padmavati Society Marg.Opposite,I.I.T.Market, Powai",Padmalaya Maternity and Surgical Home,Maharashtra,Mumbai
8574,15503,"19.1254172, 72.9170023","19/A, Opposite Iit Main Gate, Powai, Mumbai",Powai Polyclinic and Hospital,Maharashtra,Mumbai
8575,15504,"61.505723, 9.7841956","Gala No-11, Tunga Gaon, Prem Nagar,Saki Vihar Road",Saveshwari Hospital and Icu Multispeciality Family Healthcare,Maharashtra,Mumbai
8576,15505,"19.1196773, 72.9050809","1St Floor, Paradise,Jain Mandir Road, I.I.T Market, Powai, Mumbai",Sri Sai Eye Care Centre,Maharashtra,Mumbai
8577,15506,"19.0792247, 72.9057813","2,3,Gautam Bldg., Tilak Road, Ghatkopar (E)",Aakar Ivf-Icsi Centre,Maharashtra,Mumbai
8578,15507,"19.0796375, 72.9070116","Jayant Arcade, Ist Floor, 140-142, M.G. Road, Ghatkopar(E)",Advanced Orthopaedic and Super Speciality Center,Maharashtra,Mumbai
8579,15508,"19.0796375, 72.9070116","27-D, Navnit Nagar, Gandhi Mkt. Bldg, M.G.Road, Ghatkopar (E),",Ami Drashti Eye Care Centre,Maharashtra,Mumbai
8580,15509,"19.0796375, 72.9070116","145, 60 Ft. Road, Opposite Uti Bank, Ghatkopar (E), Mumbai",Asha Polyclinic and Sheetal Nursing Home,Maharashtra,Mumbai
8581,15510,"19.0762268, 72.9055233","1, Vivek - 67, Tilak Road, Ghatkopar (E), Mumbai",Ashirwad Heart Hospital,Maharashtra,Mumbai
8582,15511,"19.0940687, 72.9000241","Ambika Darshan, M. G. Road, Ghatkopar (E), Ghatkopar (E)","Ashwini Maternity and Surgical Hospital,Ghatkopar(E)",Maharashtra,Mumbai
8583,15512,"19.0791965, 72.9037124","Jayant Arcade,4Th Floor, Rajawadi,M.G.Road,Ghatkopar(E)",Bakul Parekh Children's Hospital,Maharashtra,Mumbai
8584,15513,"19.07907, 72.907976","Samaj Bhavan, 5Th Floor, Joshi Lane, M G Road, Ghatkopar",Cg Eye Foundaton and Shree Ghatkopar Brahman Samaj,Maharashtra,Mumbai
8585,15514,"19.0796375, 72.9070116","Bhaveshwar Market, 2Nd Floor, M.G. Road Next To Gandhi Market, Ghatkopar (E)",Dewang Nursing Home Pvt. Ltd.,Maharashtra,Mumbai
8586,15515,"19.0757557, 72.9081922","198/1, Garodia Palace, Garodia Nagar, 90 Feet Road, Ghatkopar (E),",Dr Mehta Nursing Home,Maharashtra,Mumbai
8587,15516,"19.0796375, 72.9070116","Vallabh Vihar, Above Idbi Bank, M G Road, Ghatkopar (E)",Dr Walavalkars Nursing Home,Maharashtra,Mumbai
8588,15517,"19.0820978, 72.9067817","206, Gayatri Dham, Jn. Of M.G Road, & Derasar Lane Ghatkopar (East)",Dr. Dipak Desai's Ear Nose And Throat Hospital,Maharashtra,Mumbai
8589,15518,"19.0796375, 72.9070116","Neelkanth Market, M.G.Road, Ghatkopar (E), Mumbai",Dr. Prakash Doshis Fracture and Orthopaedic Nursing Home - Ghatkopar,Maharashtra,Mumbai
8590,15519,"19.0796375, 72.9070116",Vallabh Vihar Next To One Up Stores M G Road Ghatkopar E,Dr. Walawalkars Nursing Home,Maharashtra,Mumbai
8591,15520,"19.0792247, 72.9057813",Tilak Road Ghatkopar Mumbai--,Dr.Amrish Mehta Diagnostic Centre,Maharashtra,Mumbai
8592,15521,"19.0792247, 72.9057813","1, 2 3 Gautam Building , Opposite Balaji Temple , Tilak Road , Ghatkopar ( East )",Dr.Trivedi's Maternity and Nursing Home,Maharashtra,Mumbai
8593,15522,"19.0796375, 72.9070116","501,Vishal Above Subhiksha,Jtn.Of, Hingwala Lane & 60 Ft Rd,Ghatkopar(E), Mumbai,",Excel Ent Hospital,Maharashtra,Mumbai
8594,15524,"19.0796375, 72.9070116",18-A Happy Home 1St Floor Opp Achija & Guru Kurupa Hotel Ghatkopar (E),Hiren Mehta Eye Care Centre,Maharashtra,Mumbai
8595,15525,"19.0757557, 72.9081922","18,Shree Sati Niwas, 178, Garodia Nagar, 90 Feet Road, Ghatkopar (E), Mumbai",Jack-N-Jill Nursing Hoe - Ghatkopar -Mumbai,Maharashtra,Mumbai
8596,15526,"19.0796375, 72.9070116","301, Sapphire Arcade, Above Sejal Jewellery, M.G. Road, Nr. Rajawadi Signal, Ghatkopar(E),",Jain Eye Clinic,Maharashtra,Mumbai
8597,15527,"19.0792247, 72.9057813","Ist Floor, Kiran Niketan,Next To Bhatia Wadi, Tilak Road, Ghatkopar East,",Kamdar Nursing Home and Polyclinic Pvt. Ltd.,Maharashtra,Mumbai
8598,15529,"19.0791764, 72.9018877","2Nd Floor, Punit Plaza, Rajawadi",L V Prasad Eye Institute Collaborating Center,Maharashtra,Mumbai
8599,15530,"19.0796375, 72.9070116","201, Madhav Appartments Jawahar Road, Opp Station Ghatkopar - East Mumbai",Lotus Ent Hospital,Maharashtra,Mumbai
8600,15531,"19.0751377, 72.9091436","16/178, Shree Sati Niwas, 90 Ft. Rd. Garodia Nagar, Ghatkopar (E)",Malati Maternity Hospital,Maharashtra,Mumbai
8601,15532,"19.0813907, 73.0004906",M3 Hospital Bldg Sector-19 Vashi Navi Mumbai,Mandakini Ctscan Centre,Maharashtra,Mumbai
8602,15533,"19.0759837, 72.8776559","16, Shree Sati Niwas 178, Garodia Nagar Ghotkopar Bombay",Mansu Maternity Home,Maharashtra,Mumbai
8603,15535,"19.0796375, 72.9070116","2,Gautam Building,100 Tilak Road, Opposite Balaji Temple, Ghatkopar (E), Mumbai",National Inst. Of Endoscopic Surgery,Maharashtra,Mumbai
8604,15536,"19.0770917, 72.9080971","Chandrika Bldg., Ground Floor, R.B.Mehta Rd, Ghatkopar(E), Mumbai",Nayan Eye Centre,Maharashtra,Mumbai
8605,15537,"19.07907, 72.907976","Khokhani Lane, Opposite Ghatkopar Rly. Station, Ghatkopar",Parakh Hospital And Research Centre - Ghatkopar,Maharashtra,Mumbai
8606,15538,"19.0796375, 72.9070116","301, Madhav Apts., Avove Samrat Hotel, Opposite Railway Station, Ghatkopar (E)",Parekh Eye Clinic and Child Clinic,Maharashtra,Mumbai
8607,15539,"19.0792247, 72.9057813",Kiran Niketan Kamdar Nursing Home Comp Tilak Road Ghatkopar,Sanghavi Laboratory,Maharashtra,Mumbai
8608,15540,"22.3017014, 73.2066838","C-9, 2Nd Floor, Satyam Shopping Centre, M.G. Road,",Saraswati Eye Hospital,Maharashtra,Mumbai
8609,15541,"19.0552812, 72.8892082","365, Swastik Park, Chembur, Mumbai",Sushrut Hospital and Research Center,Maharashtra,Mumbai
8610,15542,"19.0796375, 72.9070116","C-5, Satyam Shopping Centre, 1St Flr, M.G. Road, Ghatkopar (E), Mumbai",Tara Neo Surg Hospital,Maharashtra,Mumbai
8611,15543,"19.0796375, 72.9070116","201,Punit Plaza, Second Floor Next To Rajawadi Post Office , Rajawadi , Ghatkopar ( East )",The Eye Super Specialities,Maharashtra,Mumbai
8612,15544,"19.0796375, 72.9070116",Ghatkopar(E),Vatsal Nicu and Childrens Hospital,Maharashtra,Mumbai
8613,15545,"19.1509879, 72.9315251","Mahadeo Appt., Off. Jangal Mangal Rd, Behind Abhyudaya Bank, Bhandup (W)",Amruta Maternity and Surgical Nursing Home,Maharashtra,Mumbai
8614,15546,"19.1515624, 72.9435765","C/6 N C/2, New Ushanagar Co Op Hos Society, Village Road, Bhandup (W)",Diamond Maternity and General Hospital,Maharashtra,Mumbai
8615,15547,"19.1509879, 72.9315251","1St Floor, Ramkrishna Bldg, Gadhav Naka, Bhandup (W) Mumbai",Dr Bothra's Hospital,Maharashtra,Mumbai
8616,15548,"19.1425582, 73.0120312","Plot No R 831, Ttc Midc, Thane Belapur Road, Rabale, Navi Mumbai",Dr Mahajan Hospital and Industrial Trauma Center,Maharashtra,Mumbai
8617,15549,"19.1509879, 72.9315251","210, R R Realty, Tank Road, Lbs Marg Junction Opposite Dreamas Mall, Bhandup(West)",Dr Patanis Eye Clinic,Maharashtra,Mumbai
8618,15550,"19.1462082, 72.9272317","1St Floor, Arunoday Tower, Sps Marg, Kokan Nagar, Bhandup (West), Mumbai",Dr. Bhatias Ruby Hospital - Bhandup - Mumbai,Maharashtra,Mumbai
8619,15551,"19.1509879, 72.9315251","Prince Vaibhav, Subhash Nagar, Opposite Ceat Tyre, Bhandup (W), Mumbai",Dr. Kolhes Eye Clinic - Bhandup,Maharashtra,Mumbai
8620,15552,"19.1509879, 72.9315251","Gr.Floor,Gautam Dham Society, Opposite Gama House, Bhandup (W), Mumbai",Dr. Malwankar's Romeen Nursing Home,Maharashtra,Mumbai
8621,15553,"19.1470738, 72.9389442","100 A Rr Realty, Lbs Marg, Bhandup (W)",Dr. Thakurs Ear Nose Throat Clinic And Hospital - Bhandup (W) Mumbai,Maharashtra,Mumbai
8622,15554,"19.1424376, 72.9327673","Lal Bhahadur Shastri Marg,Bhandup ( West),Mumbai",Dr.Badwaiks Maternity and General Hospital,Maharashtra,Mumbai
8623,15556,"19.1509879, 72.9315251","Ist Floor,Ramkrishna Apt. Gadhavnaka,T.P Road,Bhandup(West)",Dr.Bothras Hospital,Maharashtra,Mumbai
8624,15557,"19.1462749, 72.9353872","1St Floor,Kailas Complex, L.B.S.Marg,Bhandup.",Eye and I Dr.Kolhe's Eye Clinic,Maharashtra,Mumbai
8625,15558,"19.1509879, 72.9315251","Arunoday Tower, C Wing, Ground Floor, Opp Kokan Nagar Bus Stop, Bhandup (W) Opp Kokan Nagar Bus Stop, Bhandup (W)",Gaurav Maternity and Surgical Hospital,Maharashtra,Mumbai
8626,15559,"19.1462749, 72.9353872","1St Floor, Kailas Complex L.B.S. Marg,",I and Eye Dr Kolhes Eye Clinic,Maharashtra,Mumbai
8627,15560,"19.144698, 72.9368292","Shrenik Hospital, Dina Patil Estate, Station Road, Bhandup (W), Mumbai",J. K. Child Health Care and Nicu,Maharashtra,Mumbai
8628,15561,"19.1507653, 72.9372688","Neha Apts, L.B.S Marg, Bhandup (W), Mumbai,",Krishna Nursing Home,Maharashtra,Mumbai
8629,15562,"19.1531246, 72.9411365","S.No.1,2,3,Sathyam Apartment,Dutta Mandhir Road,Village Road,Bhandup(W).",Lotus Multispeciality Hospital,Maharashtra,Mumbai
8630,15563,"19.1474511, 72.9299079","10/ A & B, Miniland,Tank Road,Nr.Shivaji Talao, Bhandup(W) Mumbai",M.S.Maternity and General Hospital,Maharashtra,Mumbai
8631,15564,"19.1509879, 72.9315251","Sharda Appt.-B, Ashok Kedare Chowk, Bhandup (W), Mumbai",Maauli Hospital,Maharashtra,Mumbai
8632,15565,"19.1509879, 72.9315251","Mini Apartments, Opp Sarvodaya Nagar, Jungle Mangle Road, Bhandup(W), Mumbai",Madhu Polyclinic and Nursing Home,Maharashtra,Mumbai
8633,15566,"19.1493933, 72.9326121","Chetna Appartment, J. M. Road, Bhandup (W), Mumbai",Mahek Nursing Home,Maharashtra,Mumbai
8634,15567,"19.1505614, 72.936863","Neha Annexe, Khot Road, Bhandup (W), Mumbai-",Nadkarni Eye Care Centres,Maharashtra,Mumbai
8635,15568,"19.1509879, 72.9315251","Shop No.9, Arunoday Tower, S.P.S. Road, Bhandup (W), Mumbai",Netramani Chikitsalay,Maharashtra,Mumbai
8636,15569,"19.1507653, 72.9372688","101/A, Neha Appt., L.B.S.Marg, Bhandup (W), Mumbai,",Omkar Hospital,Maharashtra,Mumbai
8637,15570,"19.1509879, 72.9315251","Shiv Sagar Complex, Plot No. B, 'A' Wing Off. T.P. Road, Bhandup (W), Mumbai",Rathod Nursing Home and Iccu,Maharashtra,Mumbai
8638,15572,"19.1468364, 72.9337875","A/102, 1St Floor, Vakratunda Palace, Above Svc Bank Tank Road , Bhandup (West)",Saarthi Hospital,Maharashtra,Mumbai
8639,15574,"19.1509879, 72.9315251","1St Floor, Neha Annexe, Khot Road, Near Madhuban Garden, Bhandup (W)",Sanjeevan Nursing Home and Iccu,Maharashtra,Mumbai
8640,15575,"19.1509879, 72.9315251",Bhandup Mumbai,Sankeshi Bharat,Maharashtra,Mumbai
8641,15576,"19.147626, 72.9294528","23-C, Miniland, Shivaji Talao, Tank Road, Bhandup (W), Mumbai",Sas Health Care Pvt. Limited,Maharashtra,Mumbai
8642,15577,"19.1509879, 72.9315251","8-B, Miniland, Shivaji Talav Road, Bhandup (West)",Saubhagya Hospital,Maharashtra,Mumbai
8643,15578,"19.1473592, 72.9318038","12 A, Miniland, Tank Road, Bhandup ( West )",Setty's Endoscopic Surgical Centre,Maharashtra,Mumbai
8644,15579,"19.1509879, 72.9315251","A 101/102/103 Arunoday Tower, Kokan Nagar, J M Road, Bhandup - West Mumbai",Shah Children Hospital And Newborn Care Centre,Maharashtra,Mumbai
8645,15580,"19.1509879, 72.9315251",Bhandup Mumbai-,Shanti Maternity Clinic,Maharashtra,Mumbai
8646,15581,"19.1509879, 72.9315251","14-A Miniland Tank Road,Shivaji Talau,Bhandup (W).",Shri Bal Chikitsalaya,Maharashtra,Mumbai
8647,15583,"19.1509879, 72.9315251",7/6R.R. Point Grount Floor Off Lbs Marg Opp Dreams Mall Bhandup (W),Sulochan Eye,Maharashtra,Mumbai
8648,15584,"19.1067711, 72.9225416","A- Kumar Apartments, Behind St.Joseph School,Vikhroli(W), Mumbai",Samarth Hospital,Maharashtra,Mumbai
8649,15586,"19.1725542, 72.942537","100,Konark Darshan, Zaver Road, Next To Jain Temple, Mulund (W),Mumbai",Abhinav Kidney Dialysis And Health Centre - Mulund,Maharashtra,Mumbai
8650,15587,"19.1725542, 72.942537","Alhad 185-R, P.K. Road, Opposite Sports Complex, Mulund (W)",Aditi Hospital Accident Fracture and Surgical Clinic,Maharashtra,Mumbai
8651,15589,"19.186169, 72.9469977","101 / 102, Manisha Heights,Balrajeshwar Road,",Anmmol Orthovision,Maharashtra,Mumbai
8652,15590,"19.0959087, 72.8553466","J Nehru Road, Mulund (W)",Aparna Hospital,Maharashtra,Mumbai
8653,15591,"19.1725542, 72.942537",Mulund Mumbai,Apex Kidney Care (Dialysisnetworks),Maharashtra,Mumbai
8654,15592,"19.1791186, 72.9498535","1St Floor, Ambe Maiya Apartments",Arogya Health Care,Maharashtra,Mumbai
8655,15593,"19.1758053, 72.9476017",1St Floor Jalaram Ashish Devidayal Road Mulund W Mumbai-,Ashirwad Critical Care Unit,Maharashtra,Mumbai
8656,15594,"19.1725542, 72.942537","P. K. Road, (Annexe), Lalan Building, 1St Floor Mulund (W), Mumbai",Ashwini Hospital and I. C. C. U.,Maharashtra,Mumbai
8657,15595,"19.1565109, 72.9637728","117-O, Hallmark, Vasant Oscar, Opp- Greenworld, Near Nirmal Life Style, Mulund",Cancer Care,Maharashtra,Mumbai
8658,15596,"19.1745575, 72.9526923",Navinjyot Bldg Rrt Road Mulund - West Mumbai,Chetna Critical Care Unit,Maharashtra,Mumbai
8659,15597,"19.1761159, 72.9517295","10,Lavkush, M.G.Road, Near Panch Rasta, Mulund (W), Mumbai",Daxini Heart Centre,Maharashtra,Mumbai
8660,15598,"19.1725542, 72.942537",Mulund Mumbai--,Devkunj Charitablr Trust Matushri Mankbai Nagji Sa,Maharashtra,Mumbai
8661,15600,"19.1725542, 72.942537","9, Laukush, M G Road, Panchrasta, Mulund (West)",Dr Shettys E N T Hospital,Maharashtra,Mumbai
